BOTTLE,20240730CCHHYDRO
#BOTTLE,STAMP
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,PH_TMP_FLAG_W,DOC,DOC_FLAG_W,REFTMP,REFTMP_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,POC,POC_FLAG_W,PON,PON_FLAG_W,POP,POP_FLAG_W,PCOD,PCOD_FLAG_W,TDN,TDN_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,N2O,N2O_FLAG_W,BTL_DATE,BTL_TIME,BTL_LAT,BTL_LON,HPLC,HPLC_FLAG_W,DNA,DNA_FLAG_W,FCM,FCM_FLAG_W
33RR20220430  ,P02        ,31      ,  1,25         ,25         ,2,20220512,2034,  29.9999, 148.5609,     6161,    546.2,2,  10.4901,2,  34.2511,2,  34.2460,2,    177.0,2,    176.9,2,    26.78,2,    18.11,2,     0.00,2,     1.27,2,    2.560,2,    1.496,2,   1.3914,2,   2142.2,2,   2275.3,2,     -999,1,     -999,1,    41.11,2,  10.4978,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    20.13,2,   0.0122,1,   4.6997,1,     20.1,2,20220512,2232,  29.9999, 148.5610,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,31      ,  1,24         ,24         ,4,20220512,2034,  29.9999, 148.5609,     6161,    646.3,3,   7.2307,3,  34.0653,3,  34.2615,3,    148.5,3,    168.9,3,    35.09,3,    19.38,3,     0.00,3,     1.38,3,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   7.2307,3,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0127,1,   4.7034,1,     -999,9,20220512,2229,  29.9999, 148.5610,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,31      ,  1,23         ,23         ,2,20220512,2034,  29.9999, 148.5609,     6161,    747.1,2,   5.4526,2,  34.0595,2,  34.0578,2,    103.1,2,    102.9,2,    73.99,2,    33.97,2,     0.00,2,     2.43,2,    1.790,2,    1.002,2,   0.7606,2,   2261.0,2,   2303.7,2,   7.4476,2,    25.01,2,    38.83,2,   5.4522,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    35.86,2,   0.0134,1,   4.7045,1,     35.0,2,20220512,2226,  29.9999, 148.5609,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,31      ,  1,22         ,22         ,2,20220512,2034,  29.9999, 148.5609,     6161,    847.8,2,   4.6315,2,  34.1544,2,  34.1538,2,     68.4,2,     68.2,2,    94.41,2,    38.30,2,     0.00,2,     2.73,2,    1.141,2,    0.638,2,   0.4497,2,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   4.6321,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0134,1,   4.7044,1,     41.4,2,20220512,2224,  29.9999, 148.5609,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,31      ,  1,21         ,21         ,2,20220512,2034,  29.9999, 148.5609,     6161,    947.4,2,   4.0228,2,  34.2465,2,  34.2460,2,     49.4,2,     49.5,2,   111.12,2,    40.60,2,     0.00,2,     2.89,2,    0.659,2,    0.358,2,   0.2711,2,   2330.6,2,   2344.2,2,   7.3548,2,    25.04,2,    36.88,2,   4.0208,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    42.67,2,   0.0134,1,   4.7043,1,     45.7,2,20220512,2221,  29.9999, 148.5609,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,31      ,  1,20         ,20         ,2,20220512,2034,  29.9999, 148.5609,     6161,   1049.3,2,   3.6101,2,  34.3212,2,  34.3197,2,     40.5,2,     40.6,2,   122.06,2,    42.19,2,     0.00,2,     2.98,2,    0.339,2,    0.184,2,   0.0000,2,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   3.6117,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0134,1,   4.7055,1,     47.8,2,20220512,2218,  29.9999, 148.5609,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,31      ,  1,19         ,19         ,2,20220512,2034,  29.9999, 148.5609,     6161,   1151.0,2,   3.2827,2,  34.3730,2,  34.3723,2,     38.1,3,     39.0,2,   131.83,2,    42.60,2,     0.00,2,     3.04,2,    0.204,2,    0.110,2,   0.0000,2,   2361.0,2,   2370.1,2,   7.3462,2,    25.04,2,    35.73,2,   3.2833,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    45.18,2,   0.0134,1,   4.7050,1,     48.4,2,20220512,2215,  29.9999, 148.5609,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,31      ,  1,18         ,18         ,2,20220512,2034,  29.9999, 148.5609,     6161,   1251.8,2,   2.9972,2,  34.4144,2,  34.4139,2,     37.6,2,     37.6,2,   139.84,2,    42.81,2,     0.00,2,     3.05,2,    0.140,2,    0.072,2,   0.0000,2,   2369.6,2,   2379.1,2,   7.3465,2,    25.02,2,  -999.00,9,   2.9976,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0134,1,   4.7052,1,     48.3,2,20220512,2213,  29.9999, 148.5609,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,31      ,  1,17         ,17         ,2,20220512,2034,  29.9999, 148.5609,     6161,   1353.5,2,   2.7455,2,  34.4509,2,  34.4496,2,     37.3,3,     37.8,2,   146.96,2,    43.05,2,     0.00,2,     3.06,2,    0.099,2,    0.055,2,   0.0000,2,   2376.9,6,   2387.1,2,   7.3479,2,    25.03,2,    35.85,2,   2.7455,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    44.13,2,   0.0134,1,   4.7049,1,     48.6,2,20220512,2210,  29.9999, 148.5609,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,31      ,  1,16         ,16         ,2,20220512,2034,  29.9999, 148.5609,     6161,   1485.8,2,   2.5508,2,  34.4880,2,  34.4854,2,     42.0,3,     40.9,2,   151.94,2,    42.98,2,     0.00,2,     3.05,2,    0.056,2,    0.031,2,   0.0000,2,   2378.9,2,   2395.4,2,   7.3578,2,    25.04,2,  -999.00,9,   2.5507,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0134,1,   4.7055,1,     44.8,2,20220512,2207,  29.9999, 148.5610,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,31      ,  1,15         ,15         ,2,20220512,2034,  29.9999, 148.5609,     6161,   1688.4,2,   2.2657,2,  34.5393,2,  34.5388,2,     53.2,3,     54.6,2,   158.88,2,    42.67,2,     0.00,2,     2.99,2,    0.023,2,    0.008,2,   0.0000,2,   2381.0,2,   2403.7,2,   7.3838,2,    25.03,2,    35.30,2,   2.2661,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    43.52,2,   0.0134,1,   4.7067,1,     40.4,2,20220512,2202,  29.9999, 148.5609,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,31      ,  1,14         ,14         ,2,20220512,2034,  29.9999, 148.5609,     6161,   1890.2,2,   2.0378,2,  34.5787,2,  34.5781,2,     68.7,2,     68.4,2,   161.70,2,    41.48,2,     0.00,2,     2.93,2,    0.012,2,    0.000,2,   0.0000,2,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   2.0377,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0134,1,   4.7069,1,     36.5,2,20220512,2158,  29.9999, 148.5610,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,31      ,  1,13         ,13         ,2,20220512,2034,  29.9999, 148.5609,     6161,   2115.7,2,   1.8763,2,  34.6084,2,  34.6069,2,     87.1,2,     86.5,2,   160.82,2,    40.32,2,     0.00,2,     2.82,2,    0.009,2,    0.000,2,   0.0000,2,   2364.0,2,   2412.8,2,   7.4533,2,    25.03,2,    33.21,2,   1.8787,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    41.34,2,   0.0131,1,   4.7079,1,     33.6,2,20220512,2153,  29.9999, 148.5609,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,31      ,  1,12         ,12         ,2,20220512,2034,  29.9999, 148.5609,     6161,   2369.0,2,   1.7521,2,  34.6310,2,  34.6309,2,    105.3,2,    105.5,2,   157.20,2,    39.30,2,     0.00,2,     2.73,2,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   1.7521,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0126,1,   4.7087,1,     -999,9,20220512,2148,  29.9999, 148.5609,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,31      ,  1,11         ,11         ,2,20220512,2034,  29.9999, 148.5609,     6161,   2622.3,2,   1.6643,2,  34.6471,2,  34.6464,2,    119.7,2,    120.3,2,   153.59,2,    38.28,2,     0.00,2,     2.67,2,    0.008,2,    0.003,2,   0.0000,2,   2347.0,2,   2414.8,2,   7.5169,2,    25.04,2,    32.65,2,   1.6647,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    39.38,2,   0.0130,1,   4.7099,1,     27.8,2,20220512,2142,  29.9999, 148.5609,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,31      ,  1,10         ,10         ,2,20220512,2034,  29.9999, 148.5609,     6161,   2878.4,2,   1.6040,2,  34.6570,2,  34.6565,2,    127.4,2,    127.0,2,   152.61,2,    37.78,2,     0.00,2,     2.63,2,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   1.6038,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0127,1,   4.7094,1,     -999,9,20220512,2137,  29.9999, 148.5609,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,31      ,  1,9          ,9          ,2,20220512,2034,  29.9999, 148.5609,     6161,   3147.7,2,   1.5574,2,  34.6655,2,  34.6645,2,    135.2,2,    135.2,2,   151.14,2,    37.24,2,     0.00,2,     2.58,2,    0.007,2,    0.002,2,   0.0000,2,   2336.0,2,   2416.8,2,   7.5438,2,    25.03,2,    33.38,2,   1.5574,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    37.83,2,   0.0131,1,   4.7105,1,     25.8,2,20220512,2131,  29.9999, 148.5609,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,31      ,  1,8          ,8          ,2,20220512,2034,  29.9999, 148.5609,     6161,   3452.9,2,   1.5224,2,  34.6721,2,  34.6712,2,    141.1,2,    141.7,2,   149.87,2,    37.06,2,     0.00,2,     2.56,2,     -999,9,     -999,9,     -999,9,   2331.6,2,   2415.5,2,   7.5542,2,    25.04,2,    33.66,2,   1.5224,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    38.88,2,   0.0122,1,   4.7104,1,     -999,9,20220512,2125,  29.9999, 148.5609,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,31      ,  1,7          ,7          ,2,20220512,2034,  29.9999, 148.5609,     6161,   3796.6,2,   1.4978,2,  34.6778,2,  34.6767,2,    147.1,2,    147.2,2,   148.80,2,    36.51,2,     0.00,2,     2.52,2,    0.005,2,    0.000,2,   0.0000,2,   2327.8,2,   2413.8,2,   7.5637,2,    25.04,2,    35.35,2,   1.4977,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    36.91,2,   0.0122,1,   4.7101,1,     24.7,2,20220512,2118,  29.9999, 148.5610,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,31      ,  1,6          ,6          ,2,20220512,2034,  29.9999, 148.5609,     6161,   4207.4,2,   1.4840,2,  34.6830,2,  34.6820,2,    153.6,2,    153.6,2,   147.13,2,    36.02,2,     0.00,2,     2.49,2,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   1.4846,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0122,1,   4.7097,1,     -999,9,20220512,2111,  29.9999, 148.5609,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,31      ,  1,5          ,5          ,2,20220512,2034,  29.9999, 148.5609,     6161,   4616.2,2,   1.4941,2,  34.6865,2,  34.6855,2,    158.1,2,    157.8,2,   146.26,2,    35.73,2,     0.00,2,     2.45,2,    0.006,2,    0.000,2,   0.0000,2,   2320.3,2,   2412.1,2,   7.5801,2,    25.04,2,    34.36,2,   1.4939,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    36.22,2,   0.0122,1,   4.7093,1,     23.8,2,20220512,2103,  29.9999, 148.5610,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,31      ,  1,4          ,4          ,2,20220512,2034,  29.9999, 148.5609,     6161,   5028.8,2,   1.5165,2,  34.6889,2,  34.6879,2,    162.2,2,    162.1,2,   143.23,2,    35.40,2,     0.00,2,     2.43,2,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   1.5161,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0122,1,   4.7092,1,     -999,9,20220512,2055,  29.9999, 148.5609,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,31      ,  1,3          ,3          ,2,20220512,2034,  29.9999, 148.5609,     6161,   5439.4,2,   1.5455,2,  34.6911,2,  34.6910,2,    165.9,2,    166.4,2,   140.49,2,    35.11,2,     0.00,2,     2.41,2,    0.007,2,    0.000,2,   0.0000,2,   2312.8,2,   2407.8,2,   7.5899,2,    25.05,2,    34.05,2,   1.5453,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    35.37,2,   0.0128,1,   4.7080,1,     23.5,2,20220512,2047,  29.9999, 148.5610,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,31      ,  1,2          ,2          ,2,20220512,2034,  29.9999, 148.5609,     6161,   5786.1,2,   1.5775,2,  34.6923,2,  34.6918,2,    168.5,2,    168.3,2,   137.85,2,    35.14,2,     0.00,2,     2.38,2,     -999,9,     -999,9,     -999,9,   2310.6,6,   2406.7,2,   7.5932,2,    25.04,2,    35.52,2,   1.5771,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    35.48,2,   0.0122,1,   4.7080,1,     -999,9,20220512,2040,  29.9999, 148.5609,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,31      ,  1,1          ,1          ,2,20220512,2034,  29.9999, 148.5609,     6161,   6125.7,2,   1.6129,2,  34.6931,2,  34.6936,2,    170.4,2,    170.6,2,   136.39,2,    34.94,2,     0.00,2,     2.38,2,    0.011,2,    0.000,2,   0.0000,2,   2310.5,2,   2403.8,2,   7.5961,2,    25.03,2,    35.39,2,   1.6126,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,    35.45,2,   0.0122,1,   4.7044,1,     22.8,2,20220512,2034,  29.9999, 148.5609,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,32      ,  2,13         ,13         ,2,20220513,0321,  30.0003, 149.2354,     6185,      4.4,2,  20.3396,2,  34.8471,2,     -999,9,    219.8,2,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,     -999,9,     -999,9,     -999,9,     -999,     -999,1,     -999,1,     -999,9,     -999,9,  -999.00,9,   0.0134,1,   4.5709,1,     -999,9,20220513,0348,  30.0003, 149.2354,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,32      ,  2,11         ,11         ,2,20220513,0321,  30.0003, 149.2354,     6185,      4.5,2,  20.3008,2,  34.8477,2,     -999,9,    219.6,2,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,     -999,9,     -999,9,     -999,9,     -999,     -999,1,     -999,1,     -999,9,     -999,9,  -999.00,9,   0.0135,1,   4.5707,1,     -999,9,20220513,0347,  30.0003, 149.2354,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,32      ,  2,15         ,15         ,2,20220513,0321,  30.0003, 149.2354,     6185,      4.5,2,  20.3457,2,  34.8471,2,     -999,9,    219.4,2,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,     -999,9,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,1,     -999,9,  -999.00,9,   0.0142,1,   4.5704,1,     -999,9,20220513,0348,  30.0002, 149.2354,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,32      ,  2,19         ,19         ,2,20220513,0321,  30.0003, 149.2354,     6185,      4.7,2,  20.2980,2,  34.8462,2,     -999,9,    219.5,2,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,  20.4932,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,1,  -999.00,9,   0.0147,1,   4.5671,1,     -999,9,20220513,0350,  30.0003, 149.2354,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,32      ,  2,12         ,12         ,2,20220513,0321,  30.0003, 149.2354,     6185,      4.8,2,  20.3107,2,  34.8474,2,     -999,9,    219.8,2,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,  20.5255,2,     -999,9,     -999,9,     -999,     -999,1,     -999,1,     -999,9,     -999,9,  -999.00,9,   0.0135,1,   4.5693,1,     -999,9,20220513,0348,  30.0003, 149.2354,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,32      ,  2,17         ,17         ,2,20220513,0321,  30.0003, 149.2354,     6185,      5.1,2,  20.2587,2,  34.8475,2,     -999,9,    220.0,2,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,     -999,9,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,1,  -999.00,9,   0.0135,1,   4.5713,1,     -999,9,20220513,0349,  30.0003, 149.2354,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,32      ,  2,14         ,14         ,2,20220513,0321,  30.0003, 149.2354,     6185,      5.1,2,  20.3418,2,  34.8473,2,     -999,9,    219.7,2,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,  20.5596,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,1,     -999,9,  -999.00,9,   0.0134,1,   4.5718,1,     -999,9,20220513,0348,  30.0002, 149.2354,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,32      ,  2,18         ,18         ,2,20220513,0321,  30.0003, 149.2354,     6185,      5.2,2,  20.1158,2,  34.8501,2,     -999,9,    220.3,2,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,  20.4916,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,1,  -999.00,9,   0.0135,1,   4.5667,1,     -999,9,20220513,0349,  30.0003, 149.2354,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,32      ,  2,16         ,16         ,2,20220513,0321,  30.0003, 149.2354,     6185,      5.3,2,  20.3244,2,  34.8472,2,     -999,9,    219.6,2,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,  20.5413,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,1,     -999,9,  -999.00,9,   0.0137,1,   4.5698,1,     -999,9,20220513,0349,  30.0002, 149.2354,-999          ,9,-999          ,9,-999          ,9
33RR20220430  ,P02        ,32      ,  2,9          ,9          ,2,20220513,0321,  30.0003, 149.2354,     6185,      5.3,2,  20.3115,2,  34.8471,2,     -999,9,    219.9,2,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,  20.5272,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0146,1,   4.5643,1,     -999,9,20220513,0347,  30.0002, 149.2354,-999          ,1,-999          ,9,-999          ,1
33RR20220430  ,P02        ,32      ,  2,10         ,10         ,2,20220513,0321,  30.0003, 149.2354,     6185,      5.3,2,  20.3091,2,  34.8479,2,     -999,9,    219.4,2,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,  20.5137,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0134,1,   4.5690,1,     -999,9,20220513,0347,  30.0002, 149.2354,-999          ,9,-999          ,1,-999          ,9
33RR20220430  ,P02        ,32      ,  2,8          ,8          ,2,20220513,0321,  30.0003, 149.2354,     6185,     41.8,2,  18.7865,2,  34.8909,2,     -999,9,    226.3,2,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,  18.9822,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0201,1,   4.5848,1,     -999,9,20220513,0344,  30.0003, 149.2354,-999          ,1,-999          ,9,-999          ,1
33RR20220430  ,P02        ,32      ,  2,7          ,7          ,2,20220513,0321,  30.0003, 149.2354,     6185,     75.3,2,  17.6817,2,  34.8851,2,     -999,9,    217.2,2,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,  17.8865,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0625,1,   4.5982,1,     -999,9,20220513,0342,  30.0002, 149.2354,-999          ,9,-999          ,9,-999          ,1
33RR20220430  ,P02        ,32      ,  2,5          ,5          ,2,20220513,0321,  30.0003, 149.2354,     6185,    101.4,2,  17.4598,2,  34.9009,2,     -999,9,    214.6,2,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,  17.6551,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0207,1,   4.6629,1,     -999,9,20220513,0339,  30.0002, 149.2354,-999          ,9,-999          ,1,-999          ,9
33RR20220430  ,P02        ,32      ,  2,6          ,6          ,2,20220513,0321,  30.0003, 149.2354,     6185,    102.6,2,  17.4630,2,  34.9008,2,     -999,9,    214.2,2,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,  17.6535,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0183,1,   4.6617,1,     -999,9,20220513,0340,  30.0003, 149.2354,-999          ,1,-999          ,9,-999          ,1
33RR20220430  ,P02        ,32      ,  2,4          ,4          ,2,20220513,0321,  30.0003, 149.2354,     6185,    152.9,2,  17.2297,2,  34.9064,2,     -999,9,    211.0,2,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,  17.4019,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0155,1,   4.6765,1,     -999,9,20220513,0337,  30.0002, 149.2354,-999          ,9,-999          ,9,-999          ,1
33RR20220430  ,P02        ,32      ,  2,3          ,3          ,2,20220513,0321,  30.0003, 149.2354,     6185,    202.3,2,  16.9134,2,  34.8908,2,     -999,9,    209.6,2,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,  17.0846,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0122,1,   4.6845,1,     -999,9,20220513,0336,  30.0003, 149.2354,-999          ,9,-999          ,1,-999          ,1
33RR20220430  ,P02        ,32      ,  2,2          ,2          ,2,20220513,0321,  30.0003, 149.2354,     6185,    508.3,2,  11.0099,2,  34.3903,2,     -999,9,    171.0,2,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,  11.1320,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0122,1,   4.7008,1,     -999,9,20220513,0330,  30.0002, 149.2354,-999          ,9,-999          ,9,-999          ,1
33RR20220430  ,P02        ,32      ,  2,1          ,1          ,2,20220513,0321,  30.0003, 149.2354,     6185,   1011.8,2,   3.7174,2,  34.2933,2,     -999,9,     40.3,2,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   3.7185,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,  -999.00,9,   0.0135,1,   4.7041,1,     -999,9,20220513,0321,  30.0003, 149.2354,-999          ,9,-999          ,1,-999          ,1
